username,has_profile_pic,followers,following,post_count,follow_ratio,bio_length,contains_link,suspicious_keywords_present,mentions_count,emoji_in_bio,is_verified,digit_count_in_username,label
rohit_narsinghani_._,TRUE,268,1217,16,0.22,9,FALSE,FALSE,0,TRUE,FALSE,0,1
sahilkukreja1818,TRUE,162,167,0,0.97,0,FALSE,FALSE,0,FALSE,FALSE,4,1
shreyansh.mehta26,TRUE,542,599,3,0.9,35,FALSE,FALSE,1,TRUE,FALSE,2,1
__siddhesh_._,TRUE,529,674,39,0.78,20,FALSE,FALSE,0,TRUE,FALSE,0,1
georgesstpierre,TRUE,5638577,843,3025,6688.7,77,TRUE,FALSE,0,TRUE,TRUE,0,1
miketyson,TRUE,33441173,303,1689,110366.91,130,TRUE,FALSE,3,TRUE,TRUE,0,1
zakirkhan_208,TRUE,6796121,1475,697,4607.54,44,TRUE,FALSE,0,TRUE,TRUE,3,1
mosalah,TRUE,65719850,239,1093,274978.45,16,FALSE,FALSE,0,FALSE,TRUE,0,1
mickjagger,TRUE,3469162,78,541,44476.44,0,TRUE,FALSE,0,FALSE,TRUE,0,1
flowirtz,TRUE,4143932,320,356,12949.79,43,FALSE,FALSE,3,TRUE,TRUE,0,1
officialslystallone,TRUE,19171382,84,2227,228230.74,117,TRUE,FALSE,5,TRUE,TRUE,0,1
kloppo,TRUE,5241614,122,87,42964.05,15,FALSE,FALSE,0,TRUE,TRUE,0,1
jennifer.connelly,TRUE,1702617,107,188,15912.31,0,FALSE,FALSE,0,FALSE,TRUE,0,1
muhammadali,TRUE,7355057,71,1830,103592.35,52,TRUE,FALSE,0,TRUE,TRUE,0,1
naezythebaa,TRUE,1275474,125,381,10203.79,10,TRUE,FALSE,0,TRUE,TRUE,0,1
therealkapildev,TRUE,319160,29,92,11005.52,0,FALSE,FALSE,0,FALSE,TRUE,0,1
thedrogbaba,TRUE,228510,378,615,604.52,136,TRUE,FALSE,2,TRUE,TRUE,0,1
thejohnabraham,TRUE,11627655,11,910,1057059.55,0,TRUE,FALSE,0,FALSE,TRUE,0,1
islam_makhachev,TRUE,10641373,1060,2133,10039.03,102,TRUE,FALSE,0,TRUE,TRUE,0,1
josemourinho,TRUE,5524552,25,378,220982.08,52,TRUE,FALSE,0,TRUE,TRUE,0,1
shawnmichaels,TRUE,473146,4,52,118286.5,45,FALSE,FALSE,0,TRUE,TRUE,0,1
khabib_nurmagomedov,TRUE,39943388,556,4849,71840.63,0,FALSE,FALSE,0,FALSE,TRUE,0,1
iamsrk,TRUE,48011084,6,871,8001847.33,0,FALSE,FALSE,0,FALSE,TRUE,0,1
rickyponting,TRUE,657678,90,130,7307.53,125,TRUE,FALSE,0,TRUE,TRUE,0,1
thenotoriousmma,TRUE,46543806,3241,5020,14360.94,59,FALSE,FALSE,0,TRUE,TRUE,0,1
adele,TRUE,58136038,1,508,58136038,0,TRUE,FALSE,0,FALSE,TRUE,0,1
paulmccartney,TRUE,4698728,8,1121,587341,74,TRUE,FALSE,0,TRUE,TRUE,0,1
paulwalker,FALSE,18764015,19,700,987579.74,149,TRUE,FALSE,0,TRUE,TRUE,0,1
tomcruise,TRUE,14461661,64,118,225963.45,46,FALSE,FALSE,0,TRUE,TRUE,0,1
oliviarodrigo,TRUE,39531007,0,369,0,12,TRUE,FALSE,0,FALSE,TRUE,0,1
chrisevans,TRUE,17486995,2,12,8743497.5,64,TRUE,FALSE,1,TRUE,TRUE,0,1
kumarsanuofficial,TRUE,4029825,24,790,167909.38,23,TRUE,FALSE,0,FALSE,TRUE,0,1
andyrobertson94,TRUE,4571818,497,757,9198.83,0,FALSE,FALSE,0,FALSE,TRUE,2,1
mohitchauhanofficial,TRUE,322227,92,1435,3502.47,147,FALSE,FALSE,0,TRUE,TRUE,0,1
_schwim_,TRUE,7899709,0,36,0,0,FALSE,FALSE,0,FALSE,TRUE,0,1
mleblanc,TRUE,9951704,81,107,122860.54,0,FALSE,FALSE,0,FALSE,TRUE,0,1
bryancranston,TRUE,5537703,50,414,110754.06,51,TRUE,FALSE,1,TRUE,TRUE,0,1
jensenackles,TRUE,12451526,100,397,124515.26,0,FALSE,FALSE,0,FALSE,TRUE,0,1
marniemylah,TRUE,134609,108,39,1246.38,144,FALSE,FALSE,2,TRUE,TRUE,0,1
rogertaylorofficial,TRUE,1489143,57,519,26125.32,88,TRUE,FALSE,0,TRUE,TRUE,0,1
johnkrasinski,TRUE,4833127,98,232,49317.62,24,TRUE,FALSE,0,TRUE,TRUE,0,1
jakegyllenhaal,TRUE,8846003,168,108,52654.78,0,FALSE,FALSE,0,FALSE,TRUE,0,1
alissonbecker,TRUE,8773403,1248,1083,7029.97,18,FALSE,FALSE,0,TRUE,TRUE,0,1
amyadams,TRUE,966097,231,22,4182.24,92,TRUE,FALSE,2,TRUE,TRUE,0,1
ellyseperry,TRUE,2669679,215,350,12417.11,24,TRUE,FALSE,1,TRUE,TRUE,0,1
karlurban,TRUE,4532372,400,391,11330.93,0,TRUE,FALSE,0,FALSE,TRUE,0,1
rossltaylor3,TRUE,400058,299,199,1337.99,79,FALSE,FALSE,0,TRUE,TRUE,1,1
pele,TRUE,17552842,180,1065,97515.79,136,TRUE,FALSE,0,TRUE,TRUE,0,1
rogerfederer,TRUE,12989180,123,569,105603.09,20,TRUE,FALSE,0,TRUE,TRUE,0,1
trrrent_,TRUE,1592250,849,244,1875.44,105,FALSE,FALSE,4,TRUE,TRUE,0,1
singer_shaan,TRUE,1882040,188,546,10010.85,23,TRUE,FALSE,1,TRUE,TRUE,0,1
javedali4u,TRUE,669860,1040,899,644.1,150,TRUE,FALSE,0,TRUE,TRUE,1,1
pankajtripathi,TRUE,5049598,601,442,8401.99,23,FALSE,FALSE,0,TRUE,TRUE,0,1
bazmccullum42,TRUE,1187248,615,94,1930.48,111,FALSE,FALSE,2,TRUE,TRUE,2,1
caseyaffleck,TRUE,79911,304,0,262.87,0,FALSE,FALSE,0,FALSE,TRUE,0,1
ankittiwari,TRUE,1196734,139,2805,8609.6,128,TRUE,FALSE,2,TRUE,TRUE,0,1
sirkennethdalglish,TRUE,283558,104,46,2726.52,110,FALSE,FALSE,4,TRUE,TRUE,0,1
martinscorsese_,FALSE,2018129,317,149,6366.34,0,TRUE,FALSE,0,FALSE,TRUE,0,1
bajpayee.manoj,TRUE,4244830,746,1318,5690.12,5,FALSE,FALSE,0,FALSE,TRUE,0,1
jockowillink,TRUE,3108513,342,8714,9089.22,0,TRUE,FALSE,0,FALSE,TRUE,0,1
therealemraan,TRUE,4592276,674,851,6813.47,135,TRUE,FALSE,2,TRUE,TRUE,0,1
freddiemercury,TRUE,1398886,31,507,45125.35,147,TRUE,FALSE,0,TRUE,TRUE,0,1
jerryseinfeld,TRUE,1556116,708,400,2197.9,8,TRUE,FALSE,0,FALSE,TRUE,0,1
diogoj_18,TRUE,5210890,394,425,13225.61,38,FALSE,FALSE,2,TRUE,TRUE,2,1
faroutakhtar,TRUE,3926183,283,1949,13873.44,108,TRUE,FALSE,0,TRUE,TRUE,0,1
root66,TRUE,1394206,583,573,2391.43,121,TRUE,FALSE,5,TRUE,TRUE,2,1
morganfreeman,TRUE,4301054,119,561,36143.31,106,TRUE,FALSE,2,TRUE,TRUE,0,1
aaronpaul,FALSE,6450281,705,0,9149.33,147,TRUE,FALSE,2,TRUE,TRUE,0,1
natediaz209,TRUE,7131759,2915,1794,2446.57,46,TRUE,FALSE,2,TRUE,TRUE,3,1
danawhite,FALSE,10629686,2871,13342,3702.43,82,TRUE,TRUE,3,TRUE,TRUE,0,1
davidgoggins,TRUE,12934389,0,111,0,42,TRUE,FALSE,0,TRUE,TRUE,0,1
charles_leclerc,TRUE,19350132,1371,1410,14113.88,33,TRUE,FALSE,1,TRUE,TRUE,0,1
adnansamiworld,TRUE,938794,3381,631,277.67,150,FALSE,TRUE,0,TRUE,TRUE,0,1
ian_rush9,TRUE,864724,190,1776,4551.18,130,FALSE,FALSE,2,TRUE,TRUE,1,1
alysonhannigan,TRUE,2499274,347,759,7202.52,35,FALSE,FALSE,0,TRUE,TRUE,0,1
schwarzenegger,TRUE,26067275,293,1463,88966.81,114,TRUE,FALSE,0,TRUE,TRUE,0,1
pascalispunk,FALSE,11432464,698,952,16378.89,0,TRUE,FALSE,0,FALSE,TRUE,0,1
thewarner.sisters,TRUE,196969,147,213,1339.93,150,TRUE,FALSE,1,TRUE,TRUE,0,1
thiago6,TRUE,11663759,312,555,37383.84,46,TRUE,FALSE,2,TRUE,TRUE,1,1
raftaarmusic,TRUE,4124400,364,236,11330.77,23,TRUE,FALSE,1,TRUE,TRUE,0,1
nikolajwilliamcw,TRUE,2897737,445,311,6511.77,0,TRUE,FALSE,0,FALSE,TRUE,0,1
rainnwilson,TRUE,3774838,550,2194,6863.34,135,TRUE,FALSE,1,TRUE,TRUE,0,1
szoboszlaidominik,TRUE,3135380,332,463,9443.92,123,FALSE,FALSE,2,TRUE,TRUE,0,1
ringostarrmusic,TRUE,1507876,33,624,45693.21,72,TRUE,FALSE,0,TRUE,TRUE,0,1
livkatecooke,TRUE,1320635,833,46,1585.4,0,TRUE,FALSE,0,FALSE,TRUE,0,1
ryanholiday,TRUE,939939,940,2547,999.94,105,TRUE,FALSE,3,TRUE,TRUE,0,1
bendoak._,TRUE,351536,339,45,1036.98,85,FALSE,FALSE,4,TRUE,TRUE,0,1
nickdiaz209,TRUE,2191268,1930,1284,1135.37,20,TRUE,FALSE,0,TRUE,TRUE,3,1
abdevilliers17,TRUE,28651764,260,996,110199.09,14,TRUE,FALSE,0,FALSE,TRUE,2,1
markwahlberg,FALSE,31111856,555,3748,56057.4,118,TRUE,FALSE,6,TRUE,TRUE,0,1
kane_s_w,FALSE,3275927,379,207,8643.61,123,FALSE,FALSE,1,TRUE,TRUE,0,1
msjennafischer,TRUE,3927596,479,1426,8199.57,135,TRUE,FALSE,0,TRUE,TRUE,0,1
maxverstappen1,TRUE,15068331,702,2084,21464.86,60,TRUE,FALSE,1,TRUE,TRUE,1,1
mstarc56,TRUE,1095819,673,349,1628.26,0,TRUE,FALSE,0,FALSE,TRUE,2,1
stokesy,TRUE,3030530,1142,789,2653.7,107,TRUE,FALSE,7,TRUE,TRUE,0,1
kevinmagnussen,TRUE,1563632,435,1109,3594.56,71,TRUE,FALSE,2,TRUE,TRUE,0,1
charlieputh,TRUE,18468496,433,231,42652.42,0,FALSE,FALSE,0,FALSE,TRUE,0,1
marnus3,TRUE,900003,762,638,1181.11,52,TRUE,FALSE,1,TRUE,TRUE,1,1
valtteribottas,TRUE,4888050,736,3381,6641.37,141,TRUE,FALSE,7,TRUE,TRUE,0,1
rafaelnadal,TRUE,21587696,446,1801,48402.91,34,TRUE,TRUE,0,FALSE,TRUE,0,1
emmaziadarcy,TRUE,1455792,1091,183,1334.36,86,TRUE,FALSE,2,TRUE,TRUE,0,1
annabellewallis,FALSE,1010756,1786,1885,565.93,0,FALSE,FALSE,0,FALSE,TRUE,0,1
courteneycoxofficial,TRUE,15067157,972,528,15501.19,50,TRUE,FALSE,1,TRUE,TRUE,0,1
stevengerrard,TRUE,11721632,824,1396,14225.28,110,FALSE,FALSE,1,TRUE,TRUE,0,1
tclottery_army,TRUE,13690,6,617,2281.67,118,TRUE,TRUE,0,TRUE,FALSE,0,0
earning_tips___03,TRUE,8924,4,1036,2231,130,TRUE,TRUE,2,TRUE,FALSE,2,0
earning_tips___02,TRUE,26156,5,877,5231.2,132,TRUE,TRUE,2,TRUE,FALSE,2,0
earning_tips___01,TRUE,57344,7,993,8192,122,TRUE,TRUE,2,TRUE,FALSE,2,0
goldtradingindo,TRUE,2780,26,238,106.92,150,TRUE,TRUE,0,TRUE,FALSE,0,0
bitcoin_trading_ethereum,TRUE,1227,5338,24,0.23,148,FALSE,TRUE,0,FALSE,FALSE,0,0
tradingwithjay1,TRUE,264,516,74,0.51,82,FALSE,TRUE,0,TRUE,FALSE,1,0
crypto_recovery_services1,TRUE,231,937,104,0.25,137,FALSE,TRUE,0,TRUE,FALSE,1,0
online_casino_id_anurag,TRUE,3004,2557,311,1.17,129,FALSE,FALSE,2,TRUE,FALSE,0,0
bitcoin_investmest_,TRUE,352,7,16,50.29,93,TRUE,TRUE,0,TRUE,FALSE,0,0
_trading_guruji_01,TRUE,413,18,21,22.94,113,FALSE,FALSE,0,TRUE,FALSE,2,0
__bitcoin___trading__,TRUE,3086,424,62,7.28,69,TRUE,FALSE,0,TRUE,FALSE,0,0
without_investment_earning_app,TRUE,643,2958,21,0.22,146,FALSE,TRUE,0,TRUE,FALSE,0,0
earning_without_investment55,TRUE,1524,2206,1245,0.69,34,FALSE,TRUE,0,FALSE,FALSE,2,0
make_money_easy___,TRUE,1863,7025,236,0.27,133,TRUE,FALSE,0,TRUE,FALSE,0,0
online_earning_free_app,TRUE,3944,3170,224,1.24,67,TRUE,TRUE,0,TRUE,FALSE,0,0
online_ernig_work,TRUE,65,405,4,0.16,124,FALSE,FALSE,0,TRUE,FALSE,0,0
real_cash_earning_games,TRUE,244,9,10,27.11,49,TRUE,FALSE,0,TRUE,FALSE,0,0
follow._4._.followback,TRUE,1327,1575,6,0.84,75,FALSE,FALSE,0,TRUE,FALSE,1,0
follow_4__follow_back,TRUE,1172,1341,16,0.87,147,FALSE,TRUE,0,TRUE,FALSE,1,0
earning.king.1000,TRUE,16,1,6,16,43,TRUE,TRUE,0,TRUE,FALSE,4,0
new_videos__143,TRUE,1751,2,5,875.5,75,TRUE,FALSE,0,TRUE,FALSE,3,0
free_earning.app_,TRUE,497,68,129,7.31,128,TRUE,TRUE,0,TRUE,FALSE,0,0
free.crypto.cash,TRUE,42,359,1,0.12,73,TRUE,TRUE,0,TRUE,FALSE,0,0
free_earning_crypto_and_cash,TRUE,2,0,3,0,115,TRUE,TRUE,0,TRUE,FALSE,0,0
executivestocks,TRUE,1308,0,37,0,28,TRUE,FALSE,0,TRUE,FALSE,0,0
sohel_21938,FALSE,0,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE,5,0
quie.tg,FALSE,0,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE,0,0
not_so_calm_fullfrustation,FALSE,0,8,0,0,0,FALSE,FALSE,0,FALSE,FALSE,0,0
bestiess511,TRUE,6,125,1,0.05,0,FALSE,FALSE,0,FALSE,FALSE,3,0
sexy_doll_1436,FALSE,4,1,0,4,0,FALSE,FALSE,0,FALSE,FALSE,4,0
viral_xx___mms,TRUE,386,147,202,2.63,1,TRUE,FALSE,0,TRUE,FALSE,0,0
janvipetel8,TRUE,3587,109,64,32.91,113,TRUE,FALSE,0,TRUE,FALSE,1,0
kanaada_paid_priya,TRUE,9796,28,107,349.86,72,TRUE,FALSE,1,TRUE,FALSE,0,0
_tamil_video_call,TRUE,5048,69,184,73.16,56,TRUE,FALSE,0,TRUE,FALSE,0,0
_paytm_girl_069,TRUE,526,92,1,5.72,0,FALSE,FALSE,0,FALSE,FALSE,3,0
____eudhd,FALSE,0,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE,0,0
money_halp_4,TRUE,125,380,4,0.33,59,FALSE,FALSE,0,FALSE,FALSE,1,0
padmameena58,TRUE,3787,7495,2,0.51,50,FALSE,FALSE,0,FALSE,FALSE,2,0
hot_fun_girl_vedio_call,TRUE,455,64,9,7.11,23,FALSE,TRUE,0,FALSE,FALSE,0,0
fake_note_currency457,TRUE,406,177,13,2.29,119,FALSE,FALSE,0,TRUE,FALSE,3,0
anshuabc2025,FALSE,1,1,0,1,0,FALSE,FALSE,0,FALSE,FALSE,4,0
_bored_guy_314,FALSE,0,53,0,0,0,FALSE,FALSE,0,FALSE,FALSE,3,0
xacier99,FALSE,0,4,0,0,0,FALSE,FALSE,0,FALSE,FALSE,2,0
55.55559321,FALSE,0,0,0,0,0,FALSE,FALSE,0,FALSE,FALSE,11,0
tamil_vedio_call_sapna_10,TRUE,8349,26,148,321.12,132,TRUE,FALSE,0,TRUE,FALSE,2,0
freefollowers_1000,TRUE,1780,576,0,3.09,134,TRUE,TRUE,1,TRUE,FALSE,4,0
freecash.uk,TRUE,3271,0,1,0,149,TRUE,TRUE,0,TRUE,FALSE,0,0
cryptofundtrader,TRUE,11558,1,561,11558,146,TRUE,TRUE,2,TRUE,FALSE,0,0
e8marketscom,TRUE,56579,51,282,1109.39,36,TRUE,TRUE,0,TRUE,FALSE,1,0
toponetrader,TRUE,33980,29,1430,1171.72,147,TRUE,FALSE,0,TRUE,FALSE,0,0
free._bitcoin,TRUE,3708,27,4,137.33,76,FALSE,FALSE,0,FALSE,FALSE,0,0
mining.bitcoin.app,TRUE,139,74,9,1.88,145,FALSE,TRUE,0,TRUE,FALSE,0,0
trading_money_doubling1,TRUE,1135,2740,1,0.41,14,FALSE,TRUE,0,FALSE,FALSE,1,0
earning_online_mon2y_,TRUE,16320,2,2,8160,150,TRUE,FALSE,0,TRUE,FALSE,1,0
free_cash_money_stocks_coupons,TRUE,1101,6480,49,0.17,123,TRUE,TRUE,0,TRUE,FALSE,0,0
free_.followers_.10k,TRUE,110,2,1,55,0,TRUE,FALSE,0,FALSE,FALSE,2,0
currency.mart_,TRUE,1313,0,17,0,94,TRUE,TRUE,0,TRUE,FALSE,0,0
jayu.king_02,TRUE,45,12,8,3.75,76,FALSE,FALSE,0,TRUE,FALSE,2,0
real_money_game07,TRUE,77,213,12,0.36,50,TRUE,FALSE,0,TRUE,FALSE,2,0
smartmoney.777,TRUE,129,239,6,0.54,1,TRUE,FALSE,0,TRUE,FALSE,3,0
safe_betting_sk,TRUE,5430,2,60,2715,149,TRUE,FALSE,0,TRUE,FALSE,0,0
safe_betting_tips_uk,TRUE,80,175,5,0.46,124,TRUE,TRUE,0,TRUE,FALSE,0,0
online_.money._making,TRUE,532,5,209,106.4,122,TRUE,TRUE,0,TRUE,FALSE,0,0
money_makeing_is_so_easy0,TRUE,4,10,22,0.4,133,TRUE,TRUE,0,TRUE,FALSE,1,0
online_money_earning_official,TRUE,1165,0,756,0,29,TRUE,TRUE,0,FALSE,FALSE,0,0
casinoonlineuruguayo,TRUE,10503,758,21,13.86,143,FALSE,FALSE,0,TRUE,FALSE,0,0
cashonline.ar,TRUE,2503,0,243,0,87,TRUE,FALSE,0,TRUE,FALSE,0,0
cashonline.py,TRUE,2718,22,58,123.55,86,TRUE,FALSE,0,TRUE,FALSE,0,0
cash_online_,TRUE,30,130,31,0.23,149,FALSE,TRUE,0,TRUE,FALSE,0,0
cash_online,FALSE,35,147,6,0.24,0,FALSE,FALSE,0,FALSE,FALSE,0,0
sena_tips,TRUE,47817,7216,2252,6.63,149,TRUE,TRUE,0,TRUE,FALSE,0,0
online__trading_apps,TRUE,186,163,10,1.14,136,FALSE,TRUE,0,TRUE,FALSE,0,0
a2zlotteryagent,TRUE,3,0,10,0,93,TRUE,TRUE,0,TRUE,FALSE,1,0
free_1000_rupees_daily,TRUE,26,237,2,0.11,148,TRUE,TRUE,0,TRUE,FALSE,4,0
freeinternshipworld,TRUE,4381,19,194,230.58,104,TRUE,TRUE,0,TRUE,FALSE,0,0
free.internship,TRUE,272,70,21,3.89,143,TRUE,TRUE,0,TRUE,FALSE,0,0
lottery_follwer,TRUE,272,172,60,1.58,31,TRUE,TRUE,0,FALSE,FALSE,0,0
loto_box__online,TRUE,6409,9,0,712.11,105,FALSE,FALSE,2,TRUE,FALSE,0,0
morecryptoonline_official,TRUE,11243,62,3285,181.34,114,TRUE,TRUE,0,TRUE,FALSE,0,0
crypsimple_com,TRUE,20481,304,1842,67.37,149,TRUE,TRUE,0,TRUE,FALSE,0,0
onlinecasino.instant,TRUE,65,176,2,0.37,141,FALSE,TRUE,0,TRUE,FALSE,0,0
instant_cash_loan_,TRUE,80,137,2,0.58,0,TRUE,FALSE,0,FALSE,FALSE,0,0
money_making360,FALSE,45,325,7,0.14,136,FALSE,TRUE,0,TRUE,FALSE,3,0
make.money_onlines,FALSE,494,2319,9,0.21,127,FALSE,TRUE,0,TRUE,FALSE,0,0
online_fun_divvya,TRUE,133,48,21,2.77,13,TRUE,FALSE,0,FALSE,FALSE,0,0
online_fun143,TRUE,72,238,0,0.3,84,FALSE,TRUE,0,FALSE,FALSE,3,0
indin_sexi_video_call.servise,TRUE,241,101,48,2.39,130,TRUE,FALSE,0,TRUE,FALSE,0,0
indin_sexi_video_call_servise,TRUE,8026,79,751,101.59,130,TRUE,TRUE,0,TRUE,FALSE,0,0
video_call_full_enjoy,TRUE,1335,5,19,267,0,FALSE,FALSE,0,FALSE,FALSE,0,0
_paytm_girl_069,TRUE,526,92,1,5.72,0,FALSE,FALSE,0,FALSE,FALSE,3,0
akansha_paytm_girl,TRUE,315,312,3,1.01,15,FALSE,FALSE,0,TRUE,FALSE,0,0
shivani_fun11,TRUE,425,214,1,1.99,0,FALSE,FALSE,0,FALSE,FALSE,2,0
romanic_girl,TRUE,1186,63,13,18.83,50,FALSE,TRUE,0,TRUE,FALSE,0,0
calling_girl__,TRUE,77,0,5,0,1,FALSE,FALSE,0,TRUE,FALSE,0,0
_gao_callgirl9,TRUE,32,20,1,1.6,7,TRUE,FALSE,0,FALSE,FALSE,1,0
7218whatapgirlsxyvideoca,TRUE,183,63,0,2.9,0,FALSE,FALSE,0,FALSE,FALSE,4,0
paytm_prachi_1031997,TRUE,214,534,2,0.4,58,FALSE,FALSE,0,TRUE,FALSE,7,0
pagli_girl_m,TRUE,7557,75,105,100.76,138,FALSE,FALSE,0,TRUE,FALSE,0,0
mastimasala_x,TRUE,225309,0,39,0,24,TRUE,FALSE,0,TRUE,FALSE,0,0
sex_chat_service_65,TRUE,135,14,5,9.64,13,FALSE,FALSE,0,FALSE,FALSE,2,0
sex_chat_service_9099,TRUE,257,49,70,5.24,13,FALSE,FALSE,0,FALSE,FALSE,4,0
double_money__1,TRUE,16191,5134,253,3.15,78,TRUE,TRUE,0,TRUE,FALSE,1,0
trading_real_money,TRUE,19,0,13,0,145,TRUE,TRUE,0,TRUE,FALSE,0,0
riyan_vedik_traders_5055,TRUE,531,98,108,5.42,124,TRUE,TRUE,0,TRUE,FALSE,4,0
vijay_traders_9999,TRUE,5,2,10,2.5,27,FALSE,FALSE,0,TRUE,FALSE,4,0
tradewithbullionexpert,TRUE,358,929,161,0.39,73,TRUE,TRUE,0,TRUE,FALSE,0,0
stocksurge360,TRUE,91,314,147,0.29,145,FALSE,TRUE,0,TRUE,FALSE,3,0
330formula_robot,TRUE,478,0,210,0,142,TRUE,TRUE,0,TRUE,FALSE,3,0
marwadi_trading_,TRUE,1039,7329,111,0.14,93,TRUE,TRUE,0,TRUE,FALSE,0,0
rocket_algo,TRUE,1559,176,1342,8.86,111,TRUE,FALSE,0,TRUE,FALSE,0,0
mind_blowing_trader_,TRUE,152,37,30,4.11,56,FALSE,TRUE,0,TRUE,FALSE,0,0
sptm.00,TRUE,2320,1461,0,1.59,55,TRUE,FALSE,0,TRUE,FALSE,2,0
maa_meri_jaan__205,TRUE,251758,10,2391,25175.8,95,FALSE,FALSE,0,TRUE,FALSE,3,0
total_fun_95,TRUE,26763,3,69,8921,86,TRUE,TRUE,0,TRUE,FALSE,2,0
____kyuti__,TRUE,90826,496,77,183.12,107,FALSE,FALSE,0,TRUE,FALSE,0,0
money__finder__,TRUE,14,127,10,0.11,105,TRUE,TRUE,0,TRUE,FALSE,0,0
earning_free___,TRUE,193,7,30,27.57,24,TRUE,FALSE,1,TRUE,FALSE,0,0
many_help_0078,TRUE,177,162,6,1.09,0,FALSE,FALSE,0,FALSE,FALSE,4,0
fastearning_,TRUE,2408,5793,223,0.42,84,FALSE,TRUE,0,TRUE,FALSE,0,0
fast_.earning,TRUE,4,6,15,0.67,64,TRUE,TRUE,0,TRUE,FALSE,0,0
sainikrishnaer,TRUE,1136,1,76,1136,94,TRUE,TRUE,0,TRUE,FALSE,0,0
fast_earning_3,FALSE,508,12,7,42.33,122,FALSE,TRUE,0,TRUE,FALSE,1,0
dollar_earning_09_,TRUE,8,18,14,0.44,84,FALSE,TRUE,0,TRUE,FALSE,2,0
millionaire.income,TRUE,914,861,14,1.06,142,FALSE,TRUE,0,TRUE,FALSE,0,0
dollarearn077,TRUE,807,3649,68,0.22,114,TRUE,TRUE,0,TRUE,FALSE,3,0
free_dogecoin_,TRUE,309,937,6,0.33,116,FALSE,TRUE,0,TRUE,FALSE,0,0
dogecoinmining,TRUE,360,1277,18,0.28,93,FALSE,TRUE,0,TRUE,FALSE,0,0
freedogecoin,TRUE,70,29,1,2.41,53,FALSE,FALSE,0,TRUE,FALSE,0,0
digi_shop1999,TRUE,130,737,0,0.18,110,TRUE,TRUE,0,TRUE,FALSE,4,0
doube_your_money,TRUE,227,13,0,17.46,0,FALSE,FALSE,0,FALSE,FALSE,0,0
online_games_funds,TRUE,35,1,2,35,67,TRUE,TRUE,0,TRUE,FALSE,0,0
mywaysip,TRUE,49,38,15,1.29,59,TRUE,FALSE,0,TRUE,FALSE,0,0
tamil_aaysha_232,TRUE,18218,65,123,280.28,3,TRUE,FALSE,0,FALSE,FALSE,3,0
mutual_funds_online,FALSE,158,305,1068,0.52,31,TRUE,FALSE,0,TRUE,FALSE,0,0
onlinefundscreation,TRUE,5,145,2,0.03,94,TRUE,TRUE,0,TRUE,FALSE,0,0
desi_tamil_girl_mansi01,TRUE,144821,27,763,5363.74,39,TRUE,FALSE,0,TRUE,FALSE,2,0
tamil_chenai_girl,TRUE,33362,23,582,1450.52,78,TRUE,FALSE,0,TRUE,FALSE,0,0
tamil_vc_aditi76,TRUE,5854,30,414,195.13,0,TRUE,FALSE,0,FALSE,FALSE,2,0
tamil_video_call_selja_,TRUE,7504,83,236,90.41,18,TRUE,FALSE,0,TRUE,FALSE,0,0
get_rich_onlineee,TRUE,26763,3,199,8921,111,TRUE,TRUE,0,TRUE,FALSE,0,0
get_rich_consulting,TRUE,9256,3,19,3085.33,122,TRUE,FALSE,0,TRUE,FALSE,0,0
getrich__online,TRUE,1254,25,10,50.16,132,FALSE,TRUE,0,TRUE,FALSE,0,0
_get_rich_online_,TRUE,168,249,3,0.67,148,FALSE,TRUE,0,TRUE,FALSE,0,0
_get.rich.online_,TRUE,22,5,7,4.4,116,TRUE,TRUE,0,TRUE,FALSE,0,0
tata_group__money__help__10,TRUE,368,79,10,4.66,119,FALSE,TRUE,0,TRUE,FALSE,2,0
_instant_money_,TRUE,42,22,11,1.91,150,FALSE,TRUE,0,TRUE,FALSE,0,0
instant_crypto,TRUE,7529,29,28,259.62,143,FALSE,TRUE,2,TRUE,FALSE,0,0
instant_free_crypto,TRUE,411,323,13,1.27,89,TRUE,TRUE,0,TRUE,FALSE,0,0
crypto_instant_exchange,TRUE,91,346,2,0.26,148,FALSE,TRUE,0,TRUE,FALSE,0,0
